ID,GENDER,HISPANIC,ETHNIC,ETHNIC2,AGE_20161231,AGECAT7,SPELLAGE,INYEAR,SPELL,START,STOP,SPELLONE,TYPE,PLACE1,PLACE2,PLACE2_DATE,LASTPLACE,LEVELCHG,NPLACES,MOVES,DISCH,RUNS,REENTER,DURAT,DURMO,DURCAT,RECAT,EXIT,IM,IY,IYMO,OM,OY,OYMO
1186,M,N,BL,BL,3,2,2,2015,1,17/05/2015,17/02/2016,1,UK,PKC,PUK,02/07/2015,PUK,1,2,1,1,0,0,276,9.049180328,4,4,XRF,5,2015,201505,2,2016,201602
1187,M,N,WH,WH,15,6,14,2015,1,18/05/2015,16/10/2015,1,RC,PSG,PRC,15/07/2015,PRC,1,2,1,1,0,1,151,4.950819672,3,4,XRF,5,2015,201505,10,2015,201510
1188,F,N,BL,BL,17,7,15,2015,1,18/05/2015,08/06/2015,1,SG,PSG, , ,PSG,0,1,0,1,0,1,21,0.68852459,1,3,XRF,5,2015,201505,6,2015,201506
1189,F,U,BL,BL,5,3,4,2015,1,19/05/2015,22/05/2015,1,SF,PSF, , ,PSF,0,1,0,1,0,0,3,0.098360656,1,6,XRF,5,2015,201505,5,2015,201505
1190,F,U,WH,WH,9,4,8,2015,1,19/05/2015,01/01/2017,1,KC,PSF,PKC,22/05/2015,PKC,1,2,1,0,0,0,593,19.44262295,6,0,ZTC,5,2015,201505,1,2017,201701
1191,F,U,WH,WH,11,5,9,2015,1,20/05/2015,01/01/2017,1,FC,PKC,PFC,23/07/2015,PFC,1,2,1,0,0,0,592,19.40983607,6,0,ZTC,5,2015,201505,1,2017,201701
1192,F,N,WH,WH,13,5,11,2015,1,20/05/2015,01/01/2017,1,UK,PFC,PUK,23/07/2015,PUK,1,2,1,0,0,0,592,19.40983607,6,0,ZTC,5,2015,201505,1,2017,201701
1193,F,N,WH,WH,15,6,13,2015,1,20/05/2015,01/01/2017,1,UK,PKC,PUK,23/07/2015,PUK,1,2,1,0,0,0,592,19.40983607,6,0,ZTC,5,2015,201505,1,2017,201701
1194,F,U,WH,WH,4,3,3,2015,1,20/05/2015,01/01/2017,1,SF,PSF, , ,PSF,0,1,0,0,0,0,592,19.40983607,6,0,ZTC,5,2015,201505,1,2017,201701
1195,F,N,BL,BL,2,2,1,2015,1,20/05/2015,18/06/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,29,0.950819672,1,6,XRF,5,2015,201505,6,2015,201506
1196,M,U,WH,WH,2,1,0,2015,1,20/05/2015,01/01/2017,1,FC,PSF,PKC,22/05/2015,PFC,1,3,2,0,0,0,592,19.40983607,6,0,ZTC,5,2015,201505,1,2017,201701
1197,M,Y,WH,WH,2,1,0,2015,1,20/05/2015,17/06/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,28,0.918032787,1,6,XRF,5,2015,201505,6,2015,201506
1198,M,N,WH,WH,1,1,0,2015,1,20/05/2015,01/12/2016,1,KC,PAL,PKC,28/05/2015,PKC,1,2,1,1,0,0,561,18.39344262,6,2,XLC,5,2015,201505,12,2016,201612
1199,F,N,MU,OT,1,1,0,2015,1,20/05/2015,22/05/2015,1,SF,PSF, , ,PSF,0,1,0,1,0,0,2,0.065573771,1,6,XRF,5,2015,201505,5,2015,201505
1200,F,U,WH,WH,7,4,6,2015,1,20/05/2015,01/01/2017,1,SF,PSF, , ,PSF,0,1,0,0,0,0,592,19.40983607,6,0,ZTC,5,2015,201505,1,2017,201701
1201,F,U,BL,BL,18,7,17,2015,1,21/05/2015,23/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,155,5.081967213,3,5,XRF,5,2015,201505,10,2015,201510
1202,F,U,WH,WH,11,5,9,2015,1,21/05/2015,29/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,161,5.278688525,3,5,XRF,5,2015,201505,10,2015,201510
1203,F,N,OT,OT,6,3,4,2015,1,21/05/2015,29/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,161,5.278688525,3,5,XRF,5,2015,201505,10,2015,201510
1204,M,U,WH,WH,13,5,11,2015,1,21/05/2015,29/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,161,5.278688525,3,5,XRF,5,2015,201505,10,2015,201510
1205,M,U,OT,OT,3,2,2,2015,1,21/05/2015,29/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,161,5.278688525,3,5,XRF,5,2015,201505,10,2015,201510
1206,F,U,BL,BL,18,7,16,2015,1,25/05/2015,01/01/2017,1,KC,PSG,PKC,21/07/2015,PKC,1,2,1,0,0,0,587,19.24590164,6,0,ZTC,5,2015,201505,1,2017,201701
1207,M,N,WH,WH,5,3,3,2015,1,25/05/2015,29/05/2015,1,SF,PSF, , ,PSF,0,1,0,1,0,1,4,0.131147541,1,1,XRF,5,2015,201505,5,2015,201505
1208,F,N,BL,BL,16,6,14,2015,1,26/05/2015,26/06/2015,1,SG,PSG, , ,PSG,0,1,0,1,0,0,31,1.016393443,2,6,XRF,5,2015,201505,6,2015,201506
1209,F,U,UK,OT,17,7,15,2015,1,26/05/2015,22/01/2016,1,KC,PKC,PSG,23/07/2015,PKC,1,3,2,1,1,1,241,7.901639344,4,4,XRY,5,2015,201505,1,2016,201601
1210,F,N,BL,BL,16,7,15,2015,3,27/05/2015,13/10/2016,0,MX,PGH,PRT,16/10/2015,PIL,1,3,2,1,0,0,505,16.55737705,5,2,XRF,5,2015,201505,10,2016,201610
1211,F,U,OT,OT,3,2,1,2015,1,27/05/2015,01/01/2017,1,FC,PSF,PFC,29/05/2015,PFC,1,2,1,0,0,0,585,19.18032787,6,0,ZTC,5,2015,201505,1,2017,201701
1212,M,U,OT,OT,7,3,5,2015,1,27/05/2015,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,585,19.18032787,6,0,ZTC,5,2015,201505,1,2017,201701
1213,M,U,OT,OT,6,3,5,2015,1,27/05/2015,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,585,19.18032787,6,0,ZTC,5,2015,201505,1,2017,201701
1214,F,U,BL,BL,18,7,17,2015,2,28/05/2015,05/06/2015,0,SG,PSG, , ,PSG,0,1,0,1,1,1,8,0.262295082,1,2,XRY,5,2015,201505,6,2015,201506
1215,F,N,BL,BL,6,3,4,2014,3,28/05/2015,01/01/2017,0,KC,PKC,PUK,29/07/2015,PKC,1,3,2,0,0,0,584,19.14754098,6,0,ZTC,5,2015,201505,1,2017,201701
1216,M,N,OT,OT,15,6,14,2015,1,29/05/2015,27/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,59,1.93442623,2,5,XRF,5,2015,201505,7,2015,201507
1217,F,N,OT,OT,7,3,5,2015,1,29/05/2015,28/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,60,1.967213115,2,5,XRF,5,2015,201505,7,2015,201507
1218,M,N,WH,WH,6,3,4,2015,1,29/05/2015,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,583,19.1147541,6,0,ZTC,5,2015,201505,1,2017,201701
1219,F,N,BL,BL,14,6,12,2015,1,29/05/2015,09/06/2015,1,SG,PSG, , ,PSG,0,1,0,1,0,1,11,0.360655738,1,3,XRF,5,2015,201505,6,2015,201506
1220,M,N,WH,WH,9,4,7,2015,1,29/05/2015,08/01/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,224,7.344262295,4,4,XRF,5,2015,201505,1,2016,201601
1221,F,N,WH,WH,2,1,0,2015,1,29/05/2015,08/01/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,224,7.344262295,4,4,XRF,5,2015,201505,1,2016,201601
1222,F,Y,WH,WH,1,1,0,2015,1,31/05/2015,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,581,19.04918033,6,0,ZTC,5,2015,201505,1,2017,201701
1223,F,U,WH,WH,11,5,10,2015,1,02/06/2015,28/07/2016,1,FC,PSF,PKC,22/06/2015,PFC,1,4,3,1,0,0,422,13.83606557,5,3,XRF,6,2015,201506,7,2016,201607
1224,M,U,WH,WH,9,4,7,2015,1,02/06/2015,28/07/2016,1,FC,PSF,PKC,22/06/2015,PFC,1,4,3,1,0,0,422,13.83606557,5,3,XRF,6,2015,201506,7,2016,201607
1225,F,N,MU,OT,16,6,14,2015,1,02/06/2015,07/01/2016,1,MX,PSF,PSF,01/07/2015,PSG,1,4,3,1,0,1,219,7.180327869,4,3,XJP,6,2015,201506,1,2016,201601
1226,M,N,WH,WH,12,5,10,2015,1,03/06/2015,10/10/2015,1,SG,PSG, , ,PSG,0,1,0,1,0,1,129,4.229508197,3,3,XRF,6,2015,201506,10,2015,201510
1227,M,N,WH,WH,16,6,14,2015,1,04/06/2015,30/06/2015,1,SG,PSG, , ,PSG,0,1,0,1,0,0,26,0.852459016,1,6,XRF,6,2015,201506,6,2015,201506
1228,M,U,BL,BL,12,5,10,2015,1,04/06/2015,10/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,372,12.19672131,5,4,XRF,6,2015,201506,6,2016,201606
1229,M,U,BL,BL,5,3,4,2015,1,04/06/2015,10/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,372,12.19672131,5,4,XRF,6,2015,201506,6,2016,201606
1230,M,U,BL,BL,5,3,3,2015,1,04/06/2015,10/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,372,12.19672131,5,4,XRF,6,2015,201506,6,2016,201606
1231,F,U,BL,BL,9,4,7,2015,1,04/06/2015,05/06/2015,1,SF,PSF, , ,PSF,0,1,0,1,0,0,1,0.032786885,1,6,XRF,6,2015,201506,6,2015,201506
1232,F,N,BL,BL,4,2,2,2015,1,04/06/2015,10/12/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,189,6.196721312,4,5,XRF,6,2015,201506,12,2015,201512
1233,M,N,BL,BL,2,2,1,2015,1,04/06/2015,10/12/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,189,6.196721312,4,5,XRF,6,2015,201506,12,2015,201512
1234,F,N,WH,WH,2,1,0,2015,2,04/06/2015,13/07/2015,0,SF,PSF, , ,PSF,0,1,0,1,0,0,39,1.278688525,2,5,XRF,6,2015,201506,7,2015,201507
1235,M,U,BL,BL,12,5,11,2015,1,04/06/2015,14/12/2016,1,KC,PRC,PKC,22/06/2015,PKC,1,4,3,1,0,0,559,18.32786885,6,1,XRF,6,2015,201506,12,2016,201612
1236,M,N,UK,OT,6,3,4,2015,1,05/06/2015,08/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,33,1.081967213,2,5,XRF,6,2015,201506,7,2015,201507
1237,M,N,WH,WH,2,1,1,2014,2,05/06/2015,01/01/2017,0,KC,PKC,PKC,16/05/2016,PKC,0,2,1,0,0,0,576,18.8852459,6,0,ZTC,6,2015,201506,1,2017,201701
1238,M,N,WH,WH,17,7,15,2015,1,08/06/2015,01/01/2017,1,GH,PGH,PGH,24/09/2015,PKC,1,5,4,0,0,0,573,18.78688525,6,0,ZTC,6,2015,201506,1,2017,201701
1239,M,N,BL,BL,6,3,5,2015,1,08/06/2015,01/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,23,0.754098361,1,6,XRF,6,2015,201506,7,2015,201507
1240,M,N,BL,BL,2,1,0,2014,2,08/06/2015,01/07/2015,0,KC,PKC, , ,PKC,0,1,0,1,0,0,23,0.754098361,1,6,XRF,6,2015,201506,7,2015,201507
1241,F,N,BL,BL,1,1,0,2015,1,08/06/2015,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,573,18.78688525,6,0,ZTC,6,2015,201506,1,2017,201701
1242,F,N,WH,WH,3,2,2,2015,1,08/06/2015,04/04/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,1,301,9.868852459,4,3,XRF,6,2015,201506,4,2016,201604
1243,M,U,WH,WH,7,3,5,2015,1,09/06/2015,02/12/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,176,5.770491803,3,5,XRF,6,2015,201506,12,2015,201512
1244,F,N,BL,BL,14,6,13,2015,2,10/06/2015,21/03/2016,0,RC,PRC, , ,PRC,0,1,0,1,0,0,285,9.344262295,4,4,XRF,6,2015,201506,3,2016,201603
1245,F,N,MU,OT,10,4,8,2015,1,10/06/2015,01/07/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,387,12.68852459,5,4,XRF,6,2015,201506,7,2016,201607
1246,M,N,MU,OT,2,1,1,2014,2,10/06/2015,22/01/2016,0,KC,PKC, , ,PKC,0,1,0,1,0,0,226,7.409836066,4,4,XLC,6,2015,201506,1,2016,201601
1247,M,N,OT,OT,17,7,15,2015,1,11/06/2015,12/08/2015,1,SF,PSF, , ,PSF,0,1,0,1,0,1,62,2.032786885,2,2,XRF,6,2015,201506,8,2015,201508
1248,F,N,MU,OT,5,3,3,2015,1,11/06/2015,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,570,18.68852459,6,0,ZTC,6,2015,201506,1,2017,201701
1249,M,U,BL,BL,2,2,1,2015,1,11/06/2015,12/06/2015,1,SF,PSF, , ,PSF,0,1,0,1,0,1,1,0.032786885,1,1,XRF,6,2015,201506,6,2015,201506
1250,F,N,WH,WH,2,1,0,2015,1,11/06/2015,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,570,18.68852459,6,0,ZTC,6,2015,201506,1,2017,201701
1251,F,N,WH,WH,3,2,2,2015,1,12/06/2015,24/08/2015,1,KC,PKC,PFC,11/08/2015,PFC,1,2,1,1,0,0,73,2.393442623,2,5,XRF,6,2015,201506,8,2015,201508
1252,M,U,BL,BL,2,1,0,2015,1,12/06/2015,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,569,18.65573771,6,0,ZTC,6,2015,201506,1,2017,201701
1253,M,N,OT,OT,18,7,16,2015,1,13/06/2015,04/01/2016,1,FC,PSF,PUK,22/06/2015,PFC,1,3,2,1,0,1,205,6.721311475,4,3,XRF,6,2015,201506,1,2016,201601
1254,F,N,WH,WH,17,6,15,2014,4,13/06/2015,14/06/2015,0,SG,PSG, , ,PSG,0,1,0,1,1,1,1,0.032786885,1,5,XRY,6,2015,201506,6,2015,201506
1255,F,U,BL,BL,13,5,11,2015,1,14/06/2015,01/01/2017,1,KC,PSF,PKC,17/06/2015,PKC,1,3,2,0,0,0,567,18.59016393,6,0,ZTC,6,2015,201506,1,2017,201701
1256,F,N,WH,WH,3,2,1,2015,1,15/06/2015,28/04/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,318,10.42622951,4,4,XRF,6,2015,201506,4,2016,201604
1257,M,N,UK,OT,16,6,14,2015,1,16/06/2015,20/05/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,339,11.1147541,4,4,XLC,6,2015,201506,5,2016,201605
1258,F,N,BL,BL,10,4,8,2014,2,18/06/2015,22/10/2015,0,KC,PKC, , ,PKC,0,1,0,1,0,1,126,4.131147541,3,2,XRF,6,2015,201506,10,2015,201510
1259,M,N,WH,WH,1,1,0,2015,1,18/06/2015,01/01/2017,1,UK,PKC,PUK,25/06/2015,PUK,1,2,1,0,0,0,563,18.45901639,6,0,ZTC,6,2015,201506,1,2017,201701
1260,F,N,BL,BL,1,1,0,2015,1,18/06/2015,29/01/2016,1,KC,PSF,PKC,29/07/2015,PKC,1,2,1,1,0,0,225,7.37704918,4,4,XRF,6,2015,201506,1,2016,201601
1261,F,N,UK,OT,17,7,15,2015,1,19/06/2015,22/06/2015,1,SG,PSG, , ,PSG,0,1,0,1,0,1,3,0.098360656,1,3,XRF,6,2015,201506,6,2015,201506
1262,F,N,MU,OT,8,4,6,2015,1,19/06/2015,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,562,18.42622951,6,0,ZTC,6,2015,201506,1,2017,201701
1263,M,N,OT,OT,8,3,6,2014,2,19/06/2015,17/10/2016,0,KC,PKC, , ,PKC,0,1,0,1,0,0,486,15.93442623,5,2,XLC,6,2015,201506,10,2016,201610
1264,M,N,OT,OT,8,3,6,2014,2,19/06/2015,17/10/2016,0,KC,PKC, , ,PKC,0,1,0,1,0,0,486,15.93442623,5,2,XLC,6,2015,201506,10,2016,201610
1265,M,N,BL,BL,4,3,3,2015,1,19/06/2015,01/01/2017,1,KC,PSF,PKC,22/12/2015,PKC,1,2,1,0,0,0,562,18.42622951,6,0,ZTC,6,2015,201506,1,2017,201701
1266,F,N,MU,OT,6,3,4,2015,1,19/06/2015,01/01/2017,1,SF,PSF,PFC,11/08/2016,PFC,1,3,2,0,0,0,562,18.42622951,6,0,ZTC,6,2015,201506,1,2017,201701
1267,F,N,OT,OT,4,3,3,2015,2,19/06/2015,01/01/2017,0,FC,PFC, , ,PFC,0,1,0,0,0,0,562,18.42622951,6,0,ZTC,6,2015,201506,1,2017,201701
1268,M,N,BL,BL,9,4,7,2015,1,19/06/2015,03/08/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,45,1.475409836,2,5,XRF,6,2015,201506,8,2015,201508
1269,M,N,BL,BL,4,3,3,2015,1,19/06/2015,01/01/2017,1,FC,PFC,PFC,11/08/2016,PFC,0,3,2,0,0,0,562,18.42622951,6,0,ZTC,6,2015,201506,1,2017,201701
1270,M,U,OT,OT,1,1,0,2015,1,20/06/2015,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,561,18.39344262,6,0,ZTC,6,2015,201506,1,2017,201701
1271,M,N,BL,BL,1,1,0,2015,1,21/06/2015,29/01/2016,1,FC,PSF,PFC,29/07/2015,PFC,1,2,1,1,0,0,222,7.278688525,4,4,XRF,6,2015,201506,1,2016,201601
1272,M,U,BL,BL,2,2,1,2015,2,22/06/2015,12/11/2015,0,FC,PFC, , ,PFC,0,1,0,1,0,0,143,4.68852459,3,5,XRF,6,2015,201506,11,2015,201511
1273,F,N,BL,BL,1,1,0,2015,1,22/06/2015,08/12/2015,1,KC,PAL,PKC,26/06/2015,PKC,1,2,1,1,0,0,169,5.540983607,3,5,XRF,6,2015,201506,12,2015,201512
1274,M,N,BL,BL,16,6,15,2015,2,23/06/2015,08/01/2016,0,RC,PSG,PRC,23/09/2015,PRC,1,3,2,1,0,0,199,6.524590164,4,4,XRF,6,2015,201506,1,2016,201601
1275,M,N,BL,BL,2,1,0,2015,2,23/06/2015,21/06/2016,0,KC,PSF,PKC,26/06/2015,PKC,1,6,5,1,0,0,364,11.93442623,4,4,XRF,6,2015,201506,6,2016,201606
1276,F,N,BL,BL,6,3,4,2015,1,23/06/2015,03/08/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,41,1.344262295,2,5,XRF,6,2015,201506,8,2015,201508
1277,F,N,BL,BL,1,1,0,2015,1,23/06/2015,08/12/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,168,5.508196721,3,5,XRF,6,2015,201506,12,2015,201512
1278,M,U,BL,BL,15,6,14,2015,1,24/06/2015,08/07/2015,1,SG,PSG, , ,PSG,0,1,0,1,0,0,14,0.459016393,1,5,XRF,6,2015,201506,7,2015,201507
1279,M,N,WH,WH,5,3,3,2015,2,24/06/2015,01/01/2017,0,KC,PKC, , ,PKC,0,1,0,0,0,0,557,18.26229508,6,0,ZTC,6,2015,201506,1,2017,201701
1280,F,N,WH,WH,1,1,0,2015,1,24/06/2015,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,557,18.26229508,6,0,ZTC,6,2015,201506,1,2017,201701
1281,F,U,OT,OT,3,2,1,2015,1,25/06/2015,02/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,99,3.245901639,3,5,XRF,6,2015,201506,10,2015,201510
1282,F,N,MU,OT,2,1,0,2015,1,25/06/2015,19/08/2015,1,GH,PGH, , ,PGH,0,1,0,1,0,0,55,1.803278689,2,5,XRF,6,2015,201506,8,2015,201508
1283,M,N,BL,BL,1,1,0,2015,2,25/06/2015,26/06/2015,0,SF,PSF, , ,PSF,0,1,0,1,0,1,1,0.032786885,1,4,XRF,6,2015,201506,6,2015,201506
1284,M,Y,MU,OT,1,1,0,2015,1,25/06/2015,01/01/2017,1,FC,PKC,PFC,06/09/2015,PFC,1,3,2,0,0,0,556,18.2295082,6,0,ZTC,6,2015,201506,1,2017,201701
1285,M,N,BL,BL,2,1,0,2015,1,25/06/2015,27/07/2015,1,KC,PKC,PUK,15/07/2015,PUK,1,2,1,1,0,1,32,1.049180328,2,3,XRF,6,2015,201506,7,2015,201507
1286,M,U,UK,OT,17,7,15,2015,2,26/06/2015,30/03/2016,0,RC,PRC,PRC,27/08/2015,PRC,0,3,2,1,0,0,278,9.114754098,4,4,XRF,6,2015,201506,3,2016,201603
1287,M,U,MU,OT,3,2,1,2015,1,26/06/2015,01/01/2017,1,KC,PSF,PFC,30/06/2015,PKC,1,4,3,0,0,0,555,18.19672131,6,0,ZTC,6,2015,201506,1,2017,201701
1288,M,N,MU,OT,10,4,8,2015,1,26/06/2015,01/01/2017,1,KC,PSF,PFC,30/06/2015,PKC,1,5,4,0,0,0,555,18.19672131,6,0,ZTC,6,2015,201506,1,2017,201701
1289,M,U,WH,WH,1,1,0,2015,1,26/06/2015,01/01/2017,1,SF,PSF, , ,PSF,0,1,0,0,0,0,555,18.19672131,6,0,ZTC,6,2015,201506,1,2017,201701
1290,M,N,BL,BL,1,1,0,2015,1,29/06/2015,26/05/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,332,10.8852459,4,4,XCA,6,2015,201506,5,2016,201605
1291,F,U,WH,WH,16,6,14,2015,1,30/06/2015,15/04/2016,1,KC,PRT,PUK,17/07/2015,PKC,1,3,2,1,0,0,290,9.508196721,4,4,XRF,6,2015,201506,4,2016,201604
1292,F,U,BL,BL,4,2,2,2015,1,30/06/2015,02/02/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,217,7.114754098,4,4,XRF,6,2015,201506,2,2016,201602
1293,M,N,WH,WH,11,5,9,2015,1,30/06/2015,19/11/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,508,16.65573771,5,2,XCA,6,2015,201506,11,2016,201611
1294,F,N,WH,WH,7,4,6,2015,1,30/06/2015,19/11/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,508,16.65573771,5,2,XCA,6,2015,201506,11,2016,201611
1295,M,N,WH,WH,2,1,0,2015,1,30/06/2015,25/08/2015,1,FC,PFC, , ,PFC,0,1,0,1,0,0,56,1.836065574,2,5,XRF,6,2015,201506,8,2015,201508
1296,F,N,WH,WH,1,1,0,2015,1,30/06/2015,01/01/2017,1,FC,PFC,PFC,26/02/2016,PFC,0,2,1,0,0,0,551,18.06557377,6,0,ZTC,6,2015,201506,1,2017,201701
1297,F,N,WH,WH,11,5,10,2015,1,01/07/2015,01/01/2017,1,UK,PKC,PUK,07/10/2015,PUK,1,2,1,0,0,0,550,18.03278689,6,0,ZTC,7,2015,201507,1,2017,201701
1298,M,N,WH,WH,7,4,6,2015,1,01/07/2015,28/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,119,3.901639344,3,5,XRF,7,2015,201507,10,2015,201510
1299,F,N,WH,WH,3,2,1,2015,1,01/07/2015,05/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,96,3.147540984,3,5,XOT,7,2015,201507,10,2015,201510
1300,F,N,WH,WH,1,1,0,2015,1,01/07/2015,05/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,96,3.147540984,3,5,XOT,7,2015,201507,10,2015,201510
1301,F,N,WH,WH,1,1,0,2015,1,01/07/2015,07/01/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,190,6.229508197,4,4,XRF,7,2015,201507,1,2016,201601
1302,M,N,BL,BL,1,1,0,2015,1,01/07/2015,01/01/2017,1,KC,PKC,PKC,03/10/2015,PKC,0,2,1,0,0,0,550,18.03278689,6,0,ZTC,7,2015,201507,1,2017,201701
1303,F,U,WH,WH,11,5,9,2015,1,01/07/2015,05/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,96,3.147540984,3,5,XOT,7,2015,201507,10,2015,201510
1304,F,N,WH,WH,18,7,16,2015,1,02/07/2015,10/11/2015,1,SG,PSG,PAL,02/10/2015,PSG,1,2,1,1,1,1,131,4.295081967,3,2,XRY,7,2015,201507,11,2015,201511
1305,F,N,BL,BL,2,1,0,2015,1,02/07/2015,01/01/2017,1,FC,PSF,PFC,17/09/2015,PFC,1,2,1,0,0,0,549,18,6,0,ZTC,7,2015,201507,1,2017,201701
1306,M,U,BL,BL,3,2,2,2015,1,02/07/2015,01/01/2017,1,FC,PSF,PFC,17/09/2015,PFC,1,2,1,0,0,0,549,18,6,0,ZTC,7,2015,201507,1,2017,201701
1307,F,N,BL,BL,9,4,7,2015,1,03/07/2015,14/07/2015,1,SF,PSF, , ,PSF,0,1,0,1,0,0,11,0.360655738,1,5,XRF,7,2015,201507,7,2015,201507
1308,M,N,WH,WH,1,1,0,2015,2,03/07/2015,07/03/2016,0,FC,PFC, , ,PFC,0,1,0,1,0,0,248,8.131147541,4,4,XRF,7,2015,201507,3,2016,201603
1309,F,N,UK,OT,16,6,14,2015,1,03/07/2015,01/01/2017,1,GH,PSG,PGH,21/12/2015,PGH,1,2,1,0,0,0,548,17.96721312,6,0,ZTC,7,2015,201507,1,2017,201701
1310,F,N,UK,OT,1,1,0,2015,1,04/07/2015,26/05/2016,1,FC,PFC,PFC,20/11/2015,PFC,0,2,1,1,0,0,327,10.72131148,4,4,XCA,7,2015,201507,5,2016,201605
1311,M,U,AS,OT,8,4,7,2015,1,05/07/2015,06/07/2015,1,SF,PSF, , ,PSF,0,1,0,1,0,0,1,0.032786885,1,6,XOT,7,2015,201507,7,2015,201507
1312,M,N,BL,BL,14,6,13,2015,1,06/07/2015,23/12/2015,1,AL,PAL, , ,PAL,0,1,0,1,0,0,170,5.573770492,3,5,XRF,7,2015,201507,12,2015,201512
1313,F,N,WH,WH,2,1,0,2014,2,06/07/2015,01/01/2017,0,KC,PKC, , ,PKC,0,1,0,0,0,0,545,17.86885246,6,0,ZTC,7,2015,201507,1,2017,201701
1314,F,U,BL,BL,12,5,11,2015,1,07/07/2015,01/01/2017,1,KC,PSG,PKC,07/08/2015,PSG,1,4,3,0,0,0,544,17.83606557,5,0,ZTC,7,2015,201507,1,2017,201701
1315,M,N,UK,OT,3,2,2,2015,1,07/07/2015,08/02/2016,1,KC,PKC,PKC,28/10/2015,PKC,0,2,1,1,0,1,216,7.081967213,4,4,XRF,7,2015,201507,2,2016,201602
1316,M,N,UK,OT,5,3,3,2015,1,07/07/2015,08/02/2016,1,KC,PKC,PKC,28/10/2015,PKC,0,2,1,1,0,1,216,7.081967213,4,4,XRF,7,2015,201507,2,2016,201602
1317,F,U,WH,WH,4,3,3,2015,1,07/07/2015,23/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,1,16,0.524590164,1,2,XRF,7,2015,201507,7,2015,201507
1318,M,U,UK,OT,1,1,0,2015,1,07/07/2015,29/07/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,388,12.72131148,5,3,XRF,7,2015,201507,7,2016,201607
1319,M,U,BL,BL,15,6,13,2014,2,08/07/2015,08/06/2016,0,RC,PRC,PRC,23/07/2015,PRC,0,2,1,1,0,0,336,11.01639344,4,4,XRF,7,2015,201507,6,2016,201606
1320,F,N,BL,BL,11,5,10,2015,1,08/07/2015,19/11/2015,1,KC,PKC,PKC,14/08/2015,PKC,1,5,4,1,0,0,134,4.393442623,3,5,XRF,7,2015,201507,11,2015,201511
1321,M,U,BL,BL,12,5,11,2015,1,08/07/2015,01/01/2017,1,AL,PSG,PGH,03/09/2015,PAL,1,2,1,0,0,0,543,17.80327869,5,0,ZTC,7,2015,201507,1,2017,201701
