ID,GENDER,HISPANIC,ETHNIC,ETHNIC2,AGE_20161231,AGECAT7,SPELLAGE,INYEAR,SPELL,START,STOP,SPELLONE,TYPE,PLACE1,PLACE2,PLACE2_DATE,LASTPLACE,LEVELCHG,NPLACES,MOVES,DISCH,RUNS,REENTER,DURAT,DURMO,DURCAT,RECAT,EXIT,IM,IY,IYMO,OM,OY,OYMO
1,F,U,WH,WH,20,7,17,2014,1,02/01/2014,29/04/2014,1,SG,PSG, , ,PSG,0,1,0,1,0,0,117,3.836065574,3,6,XRF,1,2014,201401,4,2014,201404
2,M,U,BL,BL,7,3,4,2014,1,03/01/2014,04/03/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,60,1.967213115,2,6,XRF,1,2014,201401,3,2014,201403
3,M,N,WH,WH,3,1,0,2014,1,03/01/2014,25/02/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,53,1.737704918,2,1,XRF,1,2014,201401,2,2014,201402
4,M,N,BL,BL,6,3,4,2014,1,06/01/2014,02/08/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,939,30.78688525,6,3,XLC,1,2014,201401,8,2016,201608
5,F,N,BL,BL,5,2,2,2014,1,06/01/2014,02/08/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,939,30.78688525,6,3,XLC,1,2014,201401,8,2016,201608
6,F,U,WH,WH,20,7,17,2014,1,06/01/2014,17/01/2014,1,SG,PSG, , ,PSG,0,1,0,1,0,0,11,0.360655738,1,6,XOT,1,2014,201401,1,2014,201401
7,F,Y,BL,BL,2,1,0,2014,1,06/01/2014,10/01/2014,1,FC,PFC, , ,PFC,0,1,0,1,0,1,4,0.131147541,1,3,XRF,1,2014,201401,1,2014,201401
8,F,N,WH,WH,6,3,3,2014,1,07/01/2014,12/06/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,156,5.114754098,3,6,XRF,1,2014,201401,6,2014,201406
9,M,Y,OT,OT,3,1,0,2014,1,07/01/2014,19/11/2016,1,FC,PSF,PKC,10/01/2014,PFC,1,4,3,1,0,0,1047,34.32786885,6,2,XCA,1,2014,201401,11,2016,201611
10,F,U,BL,BL,19,7,16,2014,1,08/01/2014,01/03/2014,1,GH,PSG,PGH,23/01/2014,PGH,1,2,1,1,1,1,52,1.704918033,2,2,XRY,1,2014,201401,3,2014,201403
11,M,N,MU,OT,7,3,4,2014,1,08/01/2014,22/09/2016,1,KC,PFC,PKC,13/05/2015,PKC,1,2,1,1,0,0,988,32.39344262,6,3,XCA,1,2014,201401,9,2016,201609
12,F,U,UK,OT,19,7,16,2014,1,08/01/2014,01/07/2016,1,IL,PFC,PIL,11/09/2014,PIL,1,2,1,1,0,0,905,29.67213115,6,4,XOP,1,2014,201401,7,2016,201607
13,M,N,WH,WH,17,6,14,2014,1,08/01/2014,01/01/2017,1,GH,PGH,PIL,12/07/2016,PIL,1,2,1,0,0,0,1089,35.70491803,6,0,ZTC,1,2014,201401,1,2017,201701
14,M,N,MU,OT,4,2,1,2014,1,08/01/2014,28/02/2014,1,FC,PFC, , ,PFC,0,1,0,1,0,0,51,1.672131148,2,6,XRF,1,2014,201401,2,2014,201402
15,M,N,MU,OT,3,1,0,2014,1,08/01/2014,22/09/2016,1,KC,PFC,PKC,13/05/2015,PKC,1,2,1,1,0,0,988,32.39344262,6,3,XCA,1,2014,201401,9,2016,201609
16,M,N,WH,WH,3,1,0,2014,1,08/01/2014,12/06/2015,1,KC,PKC,PKC,09/01/2014,PKC,0,2,1,1,0,1,520,17.04918033,5,2,XRF,1,2014,201401,6,2015,201506
17,F,N,BL,BL,2,1,0,2014,1,08/01/2014,24/09/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,624,20.45901639,6,5,XCA,1,2014,201401,9,2015,201509
18,F,N,BL,BL,18,7,15,2014,1,09/01/2014,27/01/2014,1,SG,PSG, , ,PSG,0,1,0,1,0,0,18,0.590163934,1,6,XRF,1,2014,201401,1,2014,201401
19,F,N,BL,BL,3,1,0,2014,1,09/01/2014,17/03/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,798,26.16393443,6,4,XCA,1,2014,201401,3,2016,201603
20,F,N,BL,BL,16,6,13,2014,1,10/01/2014,01/03/2014,1,GH,PGH, , ,PGH,0,1,0,1,1,1,50,1.639344262,2,1,XRY,1,2014,201401,3,2014,201403
21,F,N,OT,OT,12,5,9,2014,1,10/01/2014,08/04/2014,1,KC,PSF,PKC,13/01/2014,PKC,1,2,1,1,0,0,88,2.885245902,2,6,XRL,1,2014,201401,4,2014,201404
22,M,N,BL,BL,15,6,12,2014,1,10/01/2014,10/08/2015,1,FC,PSG,PFC,08/05/2014,PFC,1,4,3,1,0,1,577,18.91803279,6,2,XRF,1,2014,201401,8,2015,201508
23,M,N,BL,BL,8,3,5,2014,1,10/01/2014,21/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,1,557,18.26229508,6,5,XLC,1,2014,201401,7,2015,201507
24,M,N,BL,BL,15,6,12,2014,1,10/01/2014,01/01/2017,1,MX,PSG,PFC,08/05/2014,PUK,1,5,4,0,0,0,1087,35.63934426,6,0,ZTC,1,2014,201401,1,2017,201701
25,F,N,BL,BL,7,3,4,2014,1,10/01/2014,21/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,1,557,18.26229508,6,5,XLC,1,2014,201401,7,2015,201507
26,F,N,BL,BL,7,3,4,2014,1,10/01/2014,21/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,1,557,18.26229508,6,5,XLC,1,2014,201401,7,2015,201507
27,F,U,OT,OT,5,2,2,2014,1,10/01/2014,26/01/2015,1,KC,PKC,PKC,05/02/2014,PKC,0,2,1,1,0,0,381,12.49180328,5,6,XRF,1,2014,201401,1,2015,201501
28,M,N,BL,BL,18,7,15,2014,1,10/01/2014,05/05/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,480,15.73770492,5,6,XLC,1,2014,201401,5,2015,201505
29,F,N,BL,BL,4,2,1,2014,1,10/01/2014,21/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,557,18.26229508,6,5,XLC,1,2014,201401,7,2015,201507
30,F,N,WH,WH,16,6,13,2014,1,13/01/2014,18/02/2014,1,SG,PSG, , ,PSG,0,1,0,1,0,0,36,1.180327869,2,6,XJP,1,2014,201401,2,2014,201402
31,F,N,BL,BL,12,5,9,2014,1,14/01/2014,09/02/2015,1,KC,PKC,PKC,12/03/2014,PKC,0,2,1,1,0,0,391,12.81967213,5,6,XLC,1,2014,201401,2,2015,201502
32,M,N,BL,BL,8,3,5,2014,1,14/01/2014,09/02/2015,1,KC,PKC,PKC,12/03/2014,PKC,0,2,1,1,0,0,391,12.81967213,5,6,XLC,1,2014,201401,2,2015,201502
33,M,N,BL,BL,5,2,2,2014,1,14/01/2014,08/07/2016,1,KC,PKC,PKC,27/10/2014,PKC,0,2,1,1,0,0,906,29.70491803,6,3,XLC,1,2014,201401,7,2016,201607
34,F,N,BL,BL,3,1,0,2014,1,14/01/2014,16/06/2014,1,KC,PKC,PKC,18/03/2014,PKC,0,2,1,1,0,0,153,5.016393443,3,6,XRF,1,2014,201401,6,2014,201406
35,M,N,BL,BL,7,3,4,2014,1,14/01/2014,17/12/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,337,11.04918033,4,6,XRF,1,2014,201401,12,2014,201412
36,F,N,BL,BL,6,3,3,2014,1,14/01/2014,17/12/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,337,11.04918033,4,6,XRF,1,2014,201401,12,2014,201412
37,F,N,WH,WH,14,5,11,2014,1,15/01/2014,08/01/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,723,23.70491803,6,4,XLC,1,2014,201401,1,2016,201601
38,M,N,BL,BL,19,7,16,2014,1,15/01/2014,17/01/2014,1,SG,PSG, , ,PSG,0,1,0,1,0,0,2,0.065573771,1,6,XRF,1,2014,201401,1,2014,201401
39,F,Y,OT,OT,5,2,2,2014,1,15/01/2014,17/03/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,792,25.96721312,6,4,XLC,1,2014,201401,3,2016,201603
40,M,N,OT,OT,3,1,0,2014,1,15/01/2014,02/07/2014,1,KC,PKC,PKC,03/02/2014,PUK,1,3,2,1,0,1,168,5.508196721,3,6,XRF,1,2014,201401,7,2014,201407
41,F,N,BL,BL,2,1,0,2014,1,15/01/2014,17/03/2016,1,KC,PSF,PKC,13/03/2014,PKC,1,2,1,1,0,0,792,25.96721312,6,4,XCA,1,2014,201401,3,2016,201603
42,F,N,BL,BL,17,6,14,2014,1,15/01/2014,12/06/2015,1,KC,PKC,PGH,27/01/2015,PGH,1,2,1,1,1,1,513,16.81967213,5,2,XRY,1,2014,201401,6,2015,201506
43,M,N,WH,WH,13,5,10,2014,1,17/01/2014,08/01/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,721,23.63934426,6,4,XLC,1,2014,201401,1,2016,201601
44,F,N,BL,BL,10,4,7,2014,1,17/01/2014,01/01/2017,1,KC,PKC,PSF,05/04/2016,PKC,1,3,2,0,0,0,1080,35.40983607,6,0,ZTC,1,2014,201401,1,2017,201701
45,F,N,BL,BL,7,3,4,2014,1,17/01/2014,01/01/2017,1,KC,PKC,PSF,05/04/2016,PSG,1,6,5,0,0,0,1080,35.40983607,6,0,ZTC,1,2014,201401,1,2017,201701
46,F,U,BL,BL,17,6,14,2014,1,17/01/2014,01/01/2017,1,KC,PKC,PKC,21/01/2014,PKC,0,3,2,0,0,0,1080,35.40983607,6,0,ZTC,1,2014,201401,1,2017,201701
47,F,N,BL,BL,10,4,7,2014,1,17/01/2014,13/08/2014,1,KC,PKC,PKC,21/01/2014,PKC,0,3,2,1,0,1,208,6.819672131,4,4,XRF,1,2014,201401,8,2014,201408
48,M,N,BL,BL,13,5,10,2014,1,17/01/2014,14/08/2014,1,KC,PKC,PKC,21/01/2014,PKC,0,3,2,1,0,1,209,6.852459016,4,4,XRF,1,2014,201401,8,2014,201408
49,M,N,BL,BL,4,2,1,2014,1,17/01/2014,13/08/2014,1,KC,PKC,PKC,21/01/2014,PKC,0,3,2,1,0,1,208,6.819672131,4,4,XRF,1,2014,201401,8,2014,201408
50,F,N,WH,WH,7,3,4,2014,1,17/01/2014,26/01/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,739,24.2295082,6,4,XLC,1,2014,201401,1,2016,201601
51,M,N,BL,BL,4,2,1,2014,1,17/01/2014,01/01/2017,1,KC,PKC,PSF,05/04/2016,PKC,1,3,2,0,0,0,1080,35.40983607,6,0,ZTC,1,2014,201401,1,2017,201701
52,F,N,WH,WH,3,1,0,2014,1,17/01/2014,07/02/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,21,0.68852459,1,3,XRF,1,2014,201401,2,2014,201402
53,F,N,BL,BL,19,7,16,2014,1,17/01/2014,28/01/2014,1,SG,PSG, , ,PSG,0,1,0,1,1,1,11,0.360655738,1,1,XRY,1,2014,201401,1,2014,201401
54,F,N,WH,WH,2,1,0,2014,1,17/01/2014,19/08/2014,1,FC,PAL,PFC,22/01/2014,PFC,1,2,1,1,0,0,214,7.016393443,4,6,XCA,1,2014,201401,8,2014,201408
55,F,N,BL,BL,18,7,15,2014,1,21/01/2014,24/01/2014,1,SG,PSG, , ,PSG,0,1,0,1,0,0,3,0.098360656,1,6,XRF,1,2014,201401,1,2014,201401
56,M,N,BL,BL,16,6,13,2014,1,22/01/2014,05/02/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,379,12.42622951,5,6,XRF,1,2014,201401,2,2015,201502
57,F,U,BL,BL,18,7,15,2014,1,22/01/2014,01/01/2017,1,KC,PKC,PKC,24/04/2016,PKC,0,5,4,0,0,0,1075,35.24590164,6,0,ZTC,1,2014,201401,1,2017,201701
58,F,N,BL,BL,20,7,17,2014,1,22/01/2014,06/09/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,1,592,19.40983607,6,2,XOT,1,2014,201401,9,2015,201509
59,M,N,BL,BL,17,6,14,2014,1,22/01/2014,10/08/2015,1,RT,PSG,PRT,24/02/2014,PRT,1,2,1,1,0,1,565,18.52459016,6,3,XRF,1,2014,201401,8,2015,201508
60,M,N,BL,BL,15,6,12,2014,1,22/01/2014,03/07/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,162,5.31147541,3,6,XRF,1,2014,201401,7,2014,201407
61,M,N,MU,OT,9,4,6,2014,1,22/01/2014,30/10/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,281,9.213114754,4,6,XRF,1,2014,201401,10,2014,201410
62,F,Y,WH,WH,8,3,5,2014,1,23/01/2014,23/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,638,20.91803279,6,5,XLC,1,2014,201401,10,2015,201510
63,M,Y,WH,WH,7,3,4,2014,1,23/01/2014,23/10/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,638,20.91803279,6,5,XLC,1,2014,201401,10,2015,201510
64,F,U,WH,WH,18,7,15,2014,1,23/01/2014,17/02/2014,1,SG,PSG, , ,PSG,0,1,0,1,0,1,25,0.819672131,1,2,XJP,1,2014,201401,2,2014,201402
65,F,U,OT,OT,6,3,3,2014,1,24/01/2014,17/04/2015,1,SF,PSF, , ,PSF,0,1,0,1,0,0,448,14.68852459,5,6,XRF,1,2014,201401,4,2015,201504
66,F,U,BL,BL,17,6,14,2014,1,24/01/2014,25/04/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,91,2.983606557,3,6,XRF,1,2014,201401,4,2014,201404
67,F,U,BL,BL,3,1,0,2014,1,25/01/2014,18/08/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,205,6.721311475,4,6,XRF,1,2014,201401,8,2014,201408
68,F,N,BL,BL,6,3,3,2014,1,26/01/2014,25/02/2014,1,SF,PSF, , ,PSF,0,1,0,1,0,1,30,0.983606557,2,1,XRF,1,2014,201401,2,2014,201402
69,M,N,BL,BL,8,3,5,2014,1,26/01/2014,25/02/2014,1,SF,PSF, , ,PSF,0,1,0,1,0,1,30,0.983606557,2,1,XRF,1,2014,201401,2,2014,201402
70,F,U,WH,WH,17,6,14,2014,1,27/01/2014,27/08/2014,1,SG,PSG,PFC,05/06/2014,PFC,1,2,1,1,0,0,212,6.950819672,4,6,XRL,1,2014,201401,8,2014,201408
71,M,N,BL,BL,3,1,0,2014,1,27/01/2014,22/09/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,969,31.7704918,6,3,XCA,1,2014,201401,9,2016,201609
72,F,N,BL,BL,20,7,17,2014,1,30/01/2014,13/02/2014,1,SG,PSG, , ,PSG,0,1,0,1,1,1,14,0.459016393,1,1,XRY,1,2014,201401,2,2014,201402
73,F,N,UK,OT,3,1,0,2014,1,30/01/2014,14/02/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,15,0.491803279,1,2,XRF,1,2014,201401,2,2014,201402
74,F,N,WH,WH,5,2,2,2014,1,30/01/2014,15/09/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,228,7.475409836,4,5,XRF,1,2014,201401,9,2014,201409
75,F,N,BL,BL,9,4,6,2014,1,31/01/2014,01/07/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,151,4.950819672,3,3,XRF,1,2014,201401,7,2014,201407
76,M,N,BL,BL,12,5,9,2014,1,31/01/2014,01/07/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,151,4.950819672,3,3,XRF,1,2014,201401,7,2014,201407
77,M,N,OT,OT,8,3,5,2014,1,01/02/2014,25/02/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,24,0.786885246,1,6,XRF,2,2014,201402,2,2014,201402
78,M,N,OT,OT,7,3,4,2014,1,01/02/2014,25/02/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,24,0.786885246,1,6,XRF,2,2014,201402,2,2014,201402
79,F,N,BL,BL,3,2,1,2014,1,01/02/2014,19/03/2014,1,KC,PSF,PKC,04/02/2014,PKC,1,2,1,1,0,0,46,1.508196721,2,6,XRF,2,2014,201402,3,2014,201403
80,M,N,MU,OT,7,3,4,2014,1,04/02/2014,19/02/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,1,380,12.45901639,5,2,XRF,2,2014,201402,2,2015,201502
81,M,N,MU,OT,4,2,1,2014,1,04/02/2014,19/02/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,1,380,12.45901639,5,2,XRF,2,2014,201402,2,2015,201502
82,M,N,WH,WH,3,2,1,2014,1,04/02/2014,24/11/2014,1,FC,PFC, , ,PFC,0,1,0,1,0,1,293,9.606557377,4,3,XRF,2,2014,201402,11,2014,201411
83,F,N,UK,OT,16,6,13,2014,1,04/02/2014,04/09/2014,1,GH,PGH, , ,PGH,0,1,0,1,0,1,212,6.950819672,4,4,XRF,2,2014,201402,9,2014,201409
84,M,N,WH,WH,17,6,14,2014,1,05/02/2014,29/07/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,174,5.704918033,3,6,XRF,2,2014,201402,7,2014,201407
85,F,N,WH,WH,6,3,3,2014,1,05/02/2014,30/09/2015,1,KC,PKC,PKC,18/06/2014,PKC,0,4,3,1,0,0,602,19.73770492,6,5,XLC,2,2014,201402,9,2015,201509
86,F,N,WH,WH,16,6,13,2014,1,05/02/2014,29/07/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,174,5.704918033,3,6,XRF,2,2014,201402,7,2014,201407
87,M,N,MU,OT,5,2,2,2014,1,05/02/2014,17/09/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,224,7.344262295,4,3,XRF,2,2014,201402,9,2014,201409
88,F,N,WH,WH,3,1,0,2014,1,05/02/2014,29/04/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,83,2.721311475,2,6,XRF,2,2014,201402,4,2014,201404
89,M,N,OT,OT,3,1,0,2014,1,05/02/2014,30/09/2015,1,KC,PKC,PKC,18/06/2014,PKC,0,4,3,1,0,0,602,19.73770492,6,5,XLC,2,2014,201402,9,2015,201509
90,F,N,BL,BL,8,3,5,2014,1,06/02/2014,17/03/2016,1,KC,PKC,PKC,14/11/2014,PKC,0,2,1,1,0,0,770,25.24590164,6,4,XCA,2,2014,201402,3,2016,201603
91,F,N,BL,BL,3,1,0,2014,1,06/02/2014,23/06/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,137,4.491803279,3,6,XRF,2,2014,201402,6,2014,201406
92,F,N,BL,BL,10,4,7,2014,1,07/02/2014,09/12/2014,1,FC,PKC,PSF,25/02/2014,PFC,1,4,3,1,0,0,305,10,4,6,XRF,2,2014,201402,12,2014,201412
93,M,N,WH,WH,2,1,0,2014,1,07/02/2014,15/09/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,220,7.213114754,4,5,XRF,2,2014,201402,9,2014,201409
94,F,N,BL,BL,11,4,8,2014,1,10/02/2014,30/04/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,79,2.590163934,2,6,XRF,2,2014,201402,4,2014,201404
95,F,N,BL,BL,9,4,6,2014,1,10/02/2014,30/04/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,79,2.590163934,2,6,XRF,2,2014,201402,4,2014,201404
96,F,N,BL,BL,4,2,2,2014,1,10/02/2014,30/04/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,79,2.590163934,2,6,XRF,2,2014,201402,4,2014,201404
97,F,N,BL,BL,12,5,9,2014,1,12/02/2014,20/10/2015,1,KC,PSF,PUK,14/02/2014,PKC,1,4,3,1,0,0,615,20.16393443,6,5,XLC,2,2014,201402,10,2015,201510
98,F,N,BL,BL,11,4,8,2014,1,12/02/2014,20/10/2015,1,KC,PSF,PUK,14/02/2014,PKC,1,4,3,1,0,0,615,20.16393443,6,5,XLC,2,2014,201402,10,2015,201510
99,F,N,BL,BL,7,3,4,2014,1,12/02/2014,20/10/2015,1,KC,PSF,PUK,14/02/2014,PKC,1,4,3,1,0,0,615,20.16393443,6,5,XLC,2,2014,201402,10,2015,201510
100,M,N,BL,BL,3,1,0,2014,1,12/02/2014,01/01/2017,1,KC,PSF,PUK,14/02/2014,PKC,1,5,4,0,0,0,1054,34.55737705,6,0,ZTC,2,2014,201402,1,2017,201701
101,F,N,WH,WH,3,2,1,2014,1,12/02/2014,26/03/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,1,42,1.37704918,2,4,XRF,2,2014,201402,3,2014,201403
102,F,N,MU,OT,6,3,3,2014,1,14/02/2014,10/06/2015,1,FC,PSF,PFC,12/03/2014,PKC,1,4,3,1,0,0,481,15.7704918,5,6,XRF,2,2014,201402,6,2015,201506
103,M,N,WH,WH,19,7,17,2014,1,14/02/2014,23/02/2014,1,SG,PSG, , ,PSG,0,1,0,1,1,0,9,0.295081967,1,6,XRY,2,2014,201402,2,2014,201402
104,F,N,OT,OT,18,7,15,2014,1,14/02/2014,06/03/2014,1,SG,PSG, , ,PSG,0,1,0,1,0,1,20,0.655737705,1,6,XRF,2,2014,201402,3,2014,201403
105,M,N,BL,BL,7,3,4,2014,1,15/02/2014,18/02/2014,1,SF,PSF, , ,PSF,0,1,0,1,0,0,3,0.098360656,1,6,XRF,2,2014,201402,2,2014,201402
106,F,U,WH,WH,8,3,5,2014,1,15/02/2014,18/02/2014,1,SF,PSF, , ,PSF,0,1,0,1,0,0,3,0.098360656,1,6,XRF,2,2014,201402,2,2014,201402
107,M,N,MU,OT,5,2,2,2014,1,18/02/2014,21/07/2016,1,FC,PSF,PSF,19/02/2014,PFC,1,3,2,1,0,0,884,28.98360656,6,3,XCA,2,2014,201402,7,2016,201607
108,M,N,WH,WH,5,2,2,2014,1,18/02/2014,11/09/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,205,6.721311475,4,6,XRF,2,2014,201402,9,2014,201409
109,F,N,MU,OT,3,2,1,2014,1,18/02/2014,21/07/2016,1,FC,PFC,PSF,19/02/2014,PFC,1,3,2,1,0,0,884,28.98360656,6,3,XCA,2,2014,201402,7,2016,201607
110,F,N,BL,BL,14,5,11,2014,1,18/02/2014,21/02/2014,1,SF,PSF, , ,PSF,0,1,0,1,0,1,3,0.098360656,1,3,XRF,2,2014,201402,2,2014,201402
111,F,N,BL,BL,19,7,16,2014,2,18/02/2014,01/03/2014,0,SG,PSG, , ,PSG,0,1,0,1,1,1,11,0.360655738,1,2,XRY,2,2014,201402,3,2014,201403
112,M,N,WH,WH,6,3,3,2014,1,20/02/2014,26/05/2016,1,KC,PKC,PKC,08/03/2014,PKC,0,4,3,1,0,0,826,27.08196721,6,4,XCA,2,2014,201402,5,2016,201605
113,M,N,WH,WH,9,4,6,2014,1,20/02/2014,30/08/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,922,30.2295082,6,3,XLC,2,2014,201402,8,2016,201608
114,F,N,WH,WH,3,1,0,2014,1,20/02/2014,01/01/2017,1,SF,PFC,PSF,29/05/2015,PSF,1,2,1,0,0,0,1046,34.29508197,6,0,ZTC,2,2014,201402,1,2017,201701
115,M,U,WH,WH,2,1,0,2014,1,20/02/2014,22/02/2016,1,FC,PSF,PFC,08/08/2014,PFC,1,2,1,1,0,0,732,24,6,4,XRF,2,2014,201402,2,2016,201602
116,F,N,BL,BL,4,2,1,2014,1,20/02/2014,12/03/2014,1,SF,PSF, , ,PSF,0,1,0,1,0,0,20,0.655737705,1,6,XRF,2,2014,201402,3,2014,201403
117,F,N,WH,WH,20,7,17,2014,1,21/02/2014,18/09/2014,1,RC,PSG,PRC,21/04/2014,PRC,1,2,1,1,0,0,209,6.852459016,4,6,XRF,2,2014,201402,9,2014,201409
118,F,N,OT,OT,6,3,4,2014,1,21/02/2014,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,1045,34.26229508,6,0,ZTC,2,2014,201402,1,2017,201701
119,M,N,OT,OT,10,4,7,2014,1,21/02/2014,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,1045,34.26229508,6,0,ZTC,2,2014,201402,1,2017,201701
120,F,N,OT,OT,8,4,6,2014,1,21/02/2014,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,1045,34.26229508,6,0,ZTC,2,2014,201402,1,2017,201701
121,F,N,BL,BL,6,3,4,2014,1,21/02/2014,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,1045,34.26229508,6,0,ZTC,2,2014,201402,1,2017,201701
122,F,N,BL,BL,19,7,16,2014,1,21/02/2014,04/04/2014,1,SG,PSG, , ,PSG,0,1,0,1,0,1,42,1.37704918,2,1,XRF,2,2014,201402,4,2014,201404
123,F,N,WH,WH,3,1,0,2014,1,21/02/2014,06/05/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,439,14.39344262,5,6,XLC,2,2014,201402,5,2015,201505
124,F,N,BL,BL,15,6,13,2014,1,25/02/2014,04/04/2014,1,FC,PFC, , ,PFC,0,1,0,1,0,0,38,1.245901639,2,6,XRF,2,2014,201402,4,2014,201404
125,F,N,BL,BL,11,4,8,2014,1,25/02/2014,07/03/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,10,0.327868853,1,6,XRF,2,2014,201402,3,2014,201403
126,F,N,BL,BL,20,7,17,2014,2,25/02/2014,17/03/2014,0,SG,PSG, , ,PSG,0,1,0,1,1,1,20,0.655737705,1,3,XRY,2,2014,201402,3,2014,201403
127,F,N,BL,BL,6,3,4,2014,1,25/02/2014,07/03/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,10,0.327868853,1,6,XRF,2,2014,201402,3,2014,201403
128,F,N,MU,OT,6,3,4,2014,1,25/02/2014,17/06/2014,1,FC,PFC, , ,PFC,0,1,0,1,0,0,112,3.672131148,3,6,XRF,2,2014,201402,6,2014,201406
129,M,U,WH,WH,23, ,20,2014,1,25/02/2014,17/04/2014,1,GH,PGH, , ,PGH,0,1,0,1,1,0,51,1.672131148,2,6,XRY,2,2014,201402,4,2014,201404
130,M,N,MU,OT,3,1,0,2014,1,25/02/2014,24/07/2015,1,KC,PSF,PKC,03/04/2014,PKC,1,2,1,1,0,0,514,16.85245902,5,5,XRF,2,2014,201402,7,2015,201507
131,F,N,BL,BL,7,3,4,2014,1,26/02/2014,28/02/2014,1,KC,PKC, , ,PKC,0,1,0,1,0,0,2,0.065573771,1,6,XRF,2,2014,201402,2,2014,201402
132,M,U,BL,BL,12,5,9,2014,1,27/02/2014,14/05/2015,1,KC,PKC,PKC,21/04/2014,PKC,0,2,1,1,0,0,441,14.45901639,5,6,XRF,2,2014,201402,5,2015,201505
133,M,U,BL,BL,9,4,6,2014,1,27/02/2014,29/07/2015,1,KC,PKC,PKC,21/04/2014,PKC,0,2,1,1,0,0,517,16.95081967,5,5,XRF,2,2014,201402,7,2015,201507
134,F,N,MU,OT,5,3,3,2014,1,27/02/2014,23/10/2014,1,FC,PFC, , ,PFC,0,1,0,1,0,0,238,7.803278689,4,6,XRF,2,2014,201402,10,2014,201410
135,F,N,MU,OT,3,1,0,2014,1,27/02/2014,17/09/2015,1,FC,PFC,PKC,18/02/2015,PKC,1,2,1,1,0,0,567,18.59016393,6,5,XRF,2,2014,201402,9,2015,201509
136,F,N,WH,WH,12,5,9,2014,1,28/02/2014,30/07/2015,1,KC,PKC, , ,PKC,0,1,0,1,0,0,517,16.95081967,5,5,XCA,2,2014,201402,7,2015,201507
137,F,N,WH,WH,6,3,3,2014,1,28/02/2014,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,1038,34.03278689,6,0,ZTC,2,2014,201402,1,2017,201701
